"";"no_razao";"raiz";"Total_por_raiz"
"2986";"ZILDA INDUSTRIA E COMERCIO LTDA";30902324;46200,03
"2987";"MRO OFFSHORE COMERCIO E SERVICOS-EIRELI";6175598;46190,77
"2988";"IMPRESS TONER INFORMATICA LTDA EPP";1733853;46174,92
"2989";"EMPRESA COMERCIAL AMA-DABLAN LTDA EPP";2149054;46164,83
"2990";"BAR MAXIM S LTDA";33330531;46162,82
"2991";"TRANSALVINI TRANSPORTES SALVINI LTDA";29302973;46112,85
"2992";"MERCEARIA MAE MENDONCA LTDA M E";5931719;46108,21
"2993";"SARAU BAR E RESTAURANTE LTDA";11338854;46028,29
"2994";"SMILES COMERCIO DE MATERIAIS DE LIMPEZA LTDA";25240149;46022,46
"2995";"HAYTHMA LOGISTICA E TRANSPORTES TECNICOS LTDA";6372513;46013,67
"2996";"NOVAPARECIDA EMBALAGENS COMERCIAL E INDUSTRIAL LTDA";22542806;46007,21
"2997";"MICRODIZ MICROSCOPIO E MATERIAIS ANTOMICOS LTDA ME";5426470;45996,96
"2998";"R444 COMERCIO DE ROUPAS E ACESSORIOS EIRELI - EPP";6928856;45971,78
"2999";"NEWS FIREWORKS DO BRASIL IMPORTACAO E EXPORTACAO LTDA";4247990;45903,25
"3000";"L L RODRIGUES HORTIFRUTI LTDA";23841870;45883,95
"3001";"SALOMAO E MIOD LTDA ME";4716900;45865,23
"3002";"RO & SU INDUSTRIA E COMERCIO LTDA EPP";68632124;45858,45
"3003";"TRUTRANS TRANSPORTES LTDA";2661406;45853,55
"3004";"COLLECTANIA MOVEIS E OBJETOS DE ARTE LTDA";218787;45737,06
"3005";"BAZAR E PAPELARIA COPA MAR LTDA";34120816;45717,55
"3006";"TRANS LOGISTIC TRANSPORTES LTDA-EPP";10375294;45697,28
"3007";"MERCADO PORTO ALEGRE LTDA";22741020;45694,69
"3008";"NUMBER ONE BOLSAS E ACESSORIOS LTDA ME";23090588;45647,51
"3009";"ANTONIO LUIZ PEREIRA & CIA LTDA";74710047;45623,57
"3010";"CHURRASCARIA R M CONTE LTDA";17309418;45611,61
"3011";"JMS MERCEARIA LTDA";11572177;45592,9
"3012";"MCA TECNOLOGIA EM SISTEMAS CONTRA INCENDIO LTDA";12987791;45592,8
"3013";"BLUMARINE STUDIO DE BELEZA LTDA";8467400;45571,54
"3014";"ADRIANE BRITO YAZEJI EIRELI ME";2316993;45551,05
"3015";"L A DE MARTINO FONTES DISTRIBUIDORA DE LATICINIO ME";1194317;45547,74
"3016";"MADEIRAS E FERRAGENS SAO RAFAEL LTDA";28037703;45496,21
"3017";"TRANSMINERAIS COMERCIO E LOGISTICA LTDA - EPP";17149160;45488,46
"3018";"BEST SERVICES ARTIGOS ESPORTIVOS LTDA";3109408;45487,03
"3019";"L E Z COMESTIVEIS LTDA";28912541;45411,16
"3020";"TECKNIQUE ISOLAMENTO E COMERCIO LTDA";3119405;45404,76
"3021";"SUPLYCON COM DE MAT OFFSHORE E SERV DE LOCACAO DE EQUIP LTDA";8147336;45400,73
"3022";"PARON COMERCIO DE MADEIRAS EIRELI - EPP";31355878;45387,18
"3023";"BLENDED FOODS ALIMENTOS E BEBIDAS LTDA";14515791;45328,01
"3024";"MJ CARGAS LTDA";4411337;45315,5
"3025";"AMARIAH - COMERCIO DE ALIMENTOS LTDA";18549198;45290,39
"3026";"POSTO GUANABARA LTDA";30071484;45280,91
"3027";"SHOPPING NOVO GONCALENSE DE MOLDURAS E QUADROS LTDA - EPP";7072301;45247,78
"3028";"HOF BOTAFOGO RESTAURANTE LTDA";23371010;45247,74
"3029";"DECOR DE PADUA LTDA";2584361;45217,25
"3030";"V L BARRETO REIS BAZAR";4210250;45091,56
"3031";"KING 2010 COMERCIAL LTDA";14257056;45090,47
"3032";"ADEGAO PORTUGUES RESTAURANTE LTDA";33181116;45087,42
"3033";"TAS SISTEMAS INTEGRADOS DE SEGURANCA LTDA - E P P";10635620;45085,7
"3034";"AMWAY DO BRASIL LTDA";58473398;45080,33
"3035";"SINDICATO DOS EMPREGADOS NO COMERCIO DO RIO DE JANEIRO";33644360;45042,03
"3036";"FATIA COMESTIVEIS LTDA";28303733;44971,87
"3037";"SULACAP FAST RESTAURANTE LTDA EPP";19691470;44889,09
"3038";"GUARINO IRMAOS & CIA LTDA";42560425;44887,09
"3039";"M M MENDES TOYOMOTO - ME";22218802;44874,67
"3040";"VIDAPRAX DISTRIBUIDORA DE PRODUTOS PARA O LAR EIRELI";21156851;44862,17
"3041";"M DIAS BRANCO S A INDUSTRIA E COMERCIO DE ALIMENTOS";7206816;44855,3
"3042";"USINAGEM ALFA DE SAO JOAO LTDA ME";3132706;44829,65
"3043";"CADU E ENZO MOVEIS E MODA INFANTIL LTDA - ME";17070978;44799,89
"3044";"NEW AR MARKET ALIMENTOS LTDA ME";26315771;44793,17
"3045";"RICHE UTILIDADES LTDA";2929006;44785,32
"3046";"UNIDADE ZERO COMERCIO E REP´RESENTACOES LTDA";9374236;44768,64
"3047";"MERCEARIA BRISA DE GUARATIBA LTDA - ME";10623329;44765,36
"3048";"MIKHAEL COMERCIO DE JOIAS E RELOGIOS EIRELI EPP";4846071;44763,28
"3049";"J GONCALVES BARBOZA COMERCIO ME";4644512;44740,67
"3050";"LM COMERCIO DE METAIS E MATERIAIS ELETRICOS EIRELI";24809356;44718,45
"3051";"UNIONTEC SERVICOS TECNICOS LTDA";1898385;44688,08
"3052";"RODRIGO E EMILIA MERCEARIA LTDA";7809869;44603,62
"3053";"FOSS & ESG DO BRASIL SERVICOS DE HOTELARIA MARITIMA LTDA";8862158;44518,64
"3054";"TECHIMAGING ENGENHARIA CONSULTORIA E TREINAMENTO LTDA - ME";9183271;44504,93
"3055";"AZULAO 3000 COMERCIO DE MATERIAL DE CONSTRUCAO LTDA";8201771;44464,45
"3056";"METAN 2001 DE QUATIS INDUSTRIA E COMERCIO LTDA";5418715;44451,04
"3057";"RESTAURANTE GALLO CARIOCA PARK SHOPPING LTDA";18497436;44438,94
"3058";"CONCRETRAN S/A";76420967;44360,2
"3059";"DEPOSITO CENTRAL DISTRIBUIDORA DE ALIMENTOS LTDA";10385002;44331,16
"3060";"APJ ALIMENTOS LTDA EPP";30228654;44293,55
"3061";"PEXINCHETE COMERCIAL VAREJISTA DE ALIMENTOS DE BONSUCESSO LTDA";11103704;44276,31
"3062";"ELEGANTEC IMPORTACAO E EXPOPRTACAO LTDA";9141499;44275,68
"3063";"ETIPEL TRANSPORTES RODOVIARIOS LTDA";7252706;44212
"3064";"FUTURO DO PAPEL AMERICAS PAPELARIA E PRESENTES LTDA ME";20025990;44191,22
"3065";"COSME E DAMIAO COMERCIO E DISTRIBUICAO LTDA";31146632;44156,27
"3066";"KELLYGAS COMERCIO DE GAS LTDA EPP";11502856;44155,95
"3067";"NILVONE COSTA SERENO MATERIAIS DE CONSTRUCAO EIRELI ME";5876931;44145,15
"3068";"J R REFRIGERACAO E BAZAR LTDA ME";12622316;44122,79
"3069";"ALFATRIZ DISTRIBUIDORA DE ALIMENTOS EIRELI EPP";1350346;44122,21
"3070";"TRANSFORMER AMBIENTAL RECUPERACAO DE MATERIAIS LTDA";14071840;44099,97
"3071";"G M 206 COMERCIO DE ALIMENTOS LTDA";23179578;44078,67
"3072";"SWICALMENT COM DE PRODUTOS MANUFATURADOS IMPOT E EXP LTDA";11129531;44061,67
"3073";"NEBRASCA 5210 ALIMENTOS LTDA";1039865;44045,63
"3074";"CAXIAS EMPREENDIMENTOS GASTRONOMICOS LTDA EPP";17193828;44018,2
"3075";"ASTRAL E HARMONIA COMERCIO E REPRESENTACAO LTDA";7685666;44014,26
"3076";"ALTOMAR EQUIPAMENTOS LTDA";12671872;43992,65
"3077";"TOM RIO SERVICOS DE BUFFET LTDA";8313703;43956,25
"3078";"QUADRA X QUADRA COMERCIO DE ROUPAS LTDA ME";11370534;43924,54
"3079";"ODEBRECHT AMBIENTAL S A";9437097;43919,76
"3080";"CLORAL INDUSTRIA DE PRODUTOS QUIMICOS LTDA";42593855;43868,91
"3081";"DROGARIA PRINCIPAL DO JARDIM ANHANGA LTDA ME";13807058;43825,83
"3082";"ALL FAST SEG ATACADISTA LTDA";7852880;43816,99
"3083";"RODRIGUES E FELIX COMERCIO DE CEREAIS LTDA EPP";8145755;43791,2
"3084";"BAZAR TODAOBRA COMERCIO DE MATERIAL DE CONSTRUCAO LTDA";5339939;43557,35
"3085";"CANNUTTO COMERCIO E INDUSTRIA DE CONFECCOES DE BRINDES LTDA";6279427;43548,89
"3086";"FADI NOSSEIR";6172718;43504,25
"3087";"FERNANDO FERNANDES VARANDA ME";2500832;43462,54
"3088";"F M REAL KEBAB COMERCIO DE ALIMENTOS LTDA-ME";9324280;43454,7
"3089";"B L CONFECCAO DE BOLSAS LTDA ME";3087094;43443,51
"3090";"NANTES BRASIL ATACADO E VAREJO LTDA - EPP";15243937;43414,21
"3091";"A V MARTINS VASSOURAS ME";3868034;43290,23
"3092";"SUPERMERCADO IDEAL PORTO DO CARRO EIRELI - EPP";22778332;43282,49
"3093";"S B GONZALEZ RESTAURANTE EIRELI";23584206;43258,14
"3094";"POSTO FORMULA CAMPESTRE LTDA";7527380;43248,06
"3095";"PAPELARIA PAPEL E MAGIA DE MERITI LTDA";6069332;43240,58
"3096";"MADEREIRA RIO PARANA DE PILARES LTDA";73745945;43226,51
"3097";"TRANS-RETA LOGISTICA E LOCACAO DE GUINDASTE S A";42202705;43224,94
"3098";"PADARIA E CONFEITARIA PAO NOSSO DE SAO CRISTOVAO LTDA";12390347;43171,2
"3099";"ROBMAR COMERCIO E DISTRIBUICAO LTDA ME";24291963;43157,23
"3100";"MARICATI COMERCIAL ELETRO ELETRONICOS EIRELI";17126797;43120,82
"3101";"WN COM DE MAQUINAS, FERRAMENTAS E CONFEC DE UNIFORMES LTDA ME";13331923;43112,14
"3102";"F B TELES INDUSTRIA E COMERCIO DE CARROCERIAS ME";8862356;43103,88
"3103";"LUMAFER ACOS DE CABO FRIO IND E COM MAT DE CONSTRUCAO LTDA";10592446;43103,22
"3104";"CHOPERIA COMETA EXPRESSO DO MEIER LTDA EPP";8365261;43056,78
"3105";"ENGELOGICA ENGENHARIA DE SISTEMAS LTDA";31934847;43034,54
"3106";"WCR COMERCIO E INSTRUMENTACAO INDUSTRIAL EIRELI EPP";1809658;42945,02
"3107";"KEILA CASTRO DA SILVA LIBORIO";2927856;42930,18
"3108";"ARINES ARTEFATOS DE CIMENTO LTDA";6243358;42928,48
"3109";"T N NUNES PANIFICACAO";2916170;42915,9
"3110";"OTX OTICAS COMERCIO LTDA EPP";8100961;42836,91
"3111";"BAZAR REDIL COMERCIO DE MATERIAL DE CONSTRUCAO LTDA";42169466;42834,37
"3112";"UNIVERSAL TELECOM SA";3197023;42758,67
"3113";"MERCEARIA GAROTA PRINCIPAL DE SANTISSIMO LTDA ME";7683809;42745,53
"3114";"RAINHA INDUSTRIA DE DESCARTAVEIS LTDA";6150850;42738,15
"3115";"PRONTO PLAN CONSTRUCOES E TERRAPLENAGENS EIRELI";31861222;42718,41
"3116";"COOPERATIVA DOS CAMINHONEIROS DE CARGAS E PASS EM GERAL LTDA";26469494;42683,66
"3117";"LIELO COMERCIO DE GENEROS ALIMENTICIOS E DESCARTAVEIS LTDA-EPP";13836047;42658,03
"3118";"ARAPAR LOGISTICA LTDA";3963536;42651,09
"3119";"CIRCUITO ESPACO DE CINEMA S/A";3695435;42614,71
"3120";"JETLOG TRANSPORTE RODOVIARIO DE CARGAS LTDA";13001396;42600,61
"3121";"REFUGIO DAS MOTOS DE IGUACU MOTO PECAS LTDA ME";8902492;42578,3
"3122";"NEO MAX SERVICOS EDITORIAIS E GRAVADORA LTDA";6967804;42503,16
"3123";"BECKWAL COMERCIO DE ROUPAS LTDA ME";5343285;42461,38
"3124";"SUPERMERCADOS UP MARKET LTDA";11359398;42458,22
"3125";"PECHINCHA POINT COMERCIO DE ALIMENTOS LTDA";23219874;42442,35
"3126";"MARCTERRA TERRAPLENAGEM E CONSTRUCOES LTDA";5014416;42422,62
"3127";"YACHT CENTER GROUP COMERCIO E IMPORTACAO LTDA";11593650;42416,26
"3128";"MERCEARIA CASA ANTUNES DA TIA ANASTACIA DE XEREM EIRELI ME";11580916;42412,87
"3129";"CONNECTSOM ILUMINACAO E AUDIO PROFISSIONAL EIRELI EPP";20351387;42412,33
"3130";"TORDERA & SPINELLI COMERCIO DE ARTIGOS PARA O LAR LTDA ME";10708590;42386,43
"3131";"PINKBIJU ILHA PLAZA LTDA ME";15648085;42379,58
"3132";"PAU DARCO MATERIAIS DE CONSTRUCAO LTDA";31302714;42309,74
"3133";"WINTEC SOUND CONTROL LTDA";2225669;42302,96
"3134";"3 ERRES INDUSTRIA E COMERCIO DE ROUPAS LTDA";97335921;42290,12
"3135";"DISK FRETE TRANSPORTES LTDA";1387892;42285,13
"3136";"PETRUSTECH OIL E GAS LTDA";11623340;42203,45
"3137";"POSTO SANTA ALICE LTDA";29329075;42201,55
"3138";"MARCIA TARDELLI PRESENTES EIRELI ME";5199090;42177,06
"3139";"LUTERO METALURGICA LTDA";10918912;42169,85
"3140";"JCTM COMERCIO E TECNOLOGIA LTDA";817018;42158,23
"3141";"CELTA INDUSTRIA E COMERCIO LTDA";29040359;42148,38
"3142";"LBRX LOGISTICA E BENEFICIAMENTO DE RESIDUOS EIRELI";12332456;42106,55
"3143";"L A LANCHONETE E CAFE LTDA";8299964;42086,51
"3144";"NORSAFE COMERCIO E SERVICOS MARITIMOS LTDA";14262196;42079,14
"3145";"CALX MERCADO LTDA";13676252;41995,18
"3146";"ATITUDE DISTRIBUIDORA DE ARTIGOS DOMÉSTICOS EIRELI";5055711;41945,82
"3147";"AZG GASTRONOMIA E VINHOS COMERCIO LTDA";13103243;41939,88
"3148";"RADI DISTRIBUIDORA DE MATEIRIAS DE PISCINA E RACOES LTDA";7901684;41939,12
"3149";"CEJEM CONSTRUCOES LTDA";15275161;41931,2
"3150";"JONAS GOMES DE CASTRO PENSAO ME";17343840;41865,24
"3151";"ECONUTRI COMERCIO DE PRODUTOS NATURAIS LTDA ME";5815578;41814,56
"3152";"SISPESA SISTEMAS ELETRONICOS DE PESAGEM LTDA";28806537;41794,39
"3153";"PHARMA-FORMULA FARMACIA LTDA EPP";35848480;41764,09
"3154";"S T T R INDUSTRIA E COMERCIO LTDA EPP";40179871;41761,19
"3155";"M A C F BARROSO TRANSPORTES E LOGISTICA LTDA";23751345;41706,41
"3156";"ARAPONGAS MECANICA PESADA LTDA";33544818;41574,43
"3157";"PASTA ITALIA COMERCIO EXTERIOR LTDA";3501773;41505,25
"3158";"RAMASA INDUSTRIA GRAFICA LTDA";36466134;41499,45
"3159";"ANGETEC SOLUCOES TECNICAS INDUSTRIAL EIRELI ME";7506628;41496,91
"3160";"PILLEIRA COMERCIO E REPRESENTACAO LTDA ME";1967246;41477,24
"3161";"IRAN TUR VIAGENS LTDA";74148222;41471,46
"3162";"WEIDNER DO BRASIL INDUSTRIA DE PRODUTOS PLASTICOS LTDA";7463749;41471,21
"3163";"III CONCORDIA COMERCIO E DISTRIBUICAO DE GENEROS ALIMENTICIOS LT";15111611;41430,62
"3164";"MERCEARIA PEROLA DE MESQUITA LTDA - ME";8489654;41429,15
"3165";"MERCADO SAO JORGE DE QUINTINO LTDA";11504572;41367,42
"3166";"MARKA TIJUCA - COMERCIO DE EQUIPAMENTOS PARA GASES LTDA ME";14717304;41352,78
"3167";"SALLUTE COMERCIO E DISTRIBUICAO DE AGUAS E DOCES LTDA ME";15594937;41350,31
"3168";"LAPA IRISH PUB BAR RESTAURANTE E HOSTEL EIRELI";10591625;41348,36
"3169";"CHURRASCARIA MCI LTDA";22103871;41335,79
"3170";"VERTICAL SIMPLES TECNOLOGIA EIRELI";10576215;41309,75
"3171";"MERCADO RECANTO DA BARRA LTDA";15665556;41298,46
"3172";"TJB LEBLON COMERCIO DE VESTUARIO LTDA";12011282;41285,84
"3173";"ORGANIZACAO FERREIRA COMERCIO DE CEREAIS LTDA";13050753;41248,59
"3174";"NERDAN MINIMERCADO E DEPOSITO DE DOCES LTDA";1359789;41232,3
"3175";"MERCEARIA SANTANA DE CAXIAS LTDA";6055737;41129,63
"3176";"S R 7 MINIMERCADO LTDA ME";12593698;41053,13
"3177";"ALTOMAR EQUIPAMENTOS HOLDING LTDA";16967902;41021,15
"3178";"J M R 2008 COMERCIO DE MOVEIS E MARCENARIA LTDA ME";9376426;41017,4
"3179";"CALZEDONIA BRASIL COMERCIO DE MODA E ACESSORIOS LTDA";13566271;40985
"3180";"RENDAO SURPRESA ARMARINHO E PAPELARIA LTDA EPP";36122091;40980,92
"3181";"PAST MASSAS ALIMENTOS EIRELI";39701362;40974,05
"3182";"APA COMERCIAL DISTRIBUDORA LTDA";51695260;40937,45
"3183";"APOS PAN DISTRIBUIDORA PRODUTOS PARA PANIFICACAO LTDA";8266828;40911,8
"3184";"A DE AZEVEDO COELHO RESTAURANTE EIRELI";22918373;40858,48
"3185";"FARMACIA MOREIRA & SILVA DA CERAMICA LTDA";9549135;40855,7
"3186";"REGINA CELIA LOBO DE ALBUQUERQUE MELLO";15137440;40821,49
"3187";"DOCWINE IMPORTADORA DE VINHOS LTDA";15060279;40812,85
"3188";"JRP DISTRIBUIDORA EIRELI - ME";20212503;40808,55
"3189";"MULTIMIX DO CATARINA EIRELI - EPP";22490687;40761,78
"3190";"SILVA & LUCAS COMERCIO DE BEBIDAS LTDA ME";8474055;40704,54
"3191";"TRANSUICA LOCACAO E PRESTACAO DE SERVICOS LTDA";32466732;40610,38
"3192";"MANOEL M DA COSTA ME";3693543;40573,05
"3193";"REDE A REDE TELECOMUNICACOES LTDA";3958771;40559,12
"3194";"UNIVERSAL COMERCIO DE EMBALAGENS E DESCARTAVEIS LTDA ME";21310132;40506,16
"3195";"CICLE ZIDAN LIMITADA ME";242561;40406,85
"3196";"QUEEN`S FEAST COMERCIO DE ROUPAS LTDA ME";15585651;40406,7
"3197";"TPK TERRAPLENAGEM LTDA";73313900;40402,09
"3198";"CHAAR PAZ COMERCIO DE BIJUTERIAS LTDA ME";20657833;40384,11
"3199";"DNNC COMERCIO E INDUSTRIA DE ROUPAS EIRELI ME";9350640;40373,85
"3200";"BRAGANCA CAXIENSE REFEICOES - EIRELI - ME";7278142;40369,26
"3201";"GASTROBAR E RESTAURANTE S A";13065532;40354,42
"3202";"COMPLEXO 111 RJ BAR E RESTAURANTE LTDA";18851858;40352,02
"3203";"JRM 21 INDUSTRIA DE PLASTICOS E RECICLAGEM EIRELI";7736664;40324,68
"3204";"SERGIO ROSA CHAGAS ME";1762910;40289,27
"3205";"MIRANTE VENUS HOTEL LTDA";29485448;40278,39
"3206";"CC&C GASTRONOMIA LTDA ME";12946407;40277,26
"3207";"MINI-MARKET RECANTO DA ABOLICAO LTDA-ME";30300800;40237,02
"3208";"CASCADURA INDUSTRIAL S/A";60891041;40235,45
"3209";"YESHUA COMERCIO REP E DIST DE ALIMENTOS IMP E EXP LTDA EPP";20161208;40193,71
"3210";"MERCEARIA TUBARAO DAS MISSOES LTDA";20486891;40141,93
"3211";"MERCADO J B SOUZA EIRELI";20155237;40102,73
"3212";"MERCADO DE CARNES FLOR DE MOQUETA LTDA";30626824;40080,39
"3213";"NARGETEC INDUSTRIA E COMERCIO LTDA";31625361;40043,07
"3214";"QUALIPRECO DE JACONE COMERCIO DE CEREAIS LTDA ME";13831422;40007,23
"3215";"TOP 319 INDUSTRIA E COMERCIO DE ROUPAS EIRELI - ME";25106035;39997,75
"3216";"TECNOCRACIA GNV INSTALADORA DE GAS NATURAL VEICULAR EIRELI ME";10925273;39971,62
"3217";"PAES DO LEO PRODUTOS ALIMENTICIOS EIRELI";5304682;39960,94
"3218";"JENECILDA NUNES PEREIRA";2772988;39949,68
"3219";"ARTECK MINERACAO LTDA ME";14152514;39911,74
"3220";"NATA-INDUSTRIA DE LATICINIOS PADUA LTDA";11683129;39853,5
"3221";"A B&C COMERCIO DE ALIMENTOS LTDA ME";17927429;39831,67
"3222";"HIDROELETRICA UBAENSE NITEROI LTDA";5626364;39803,77
"3223";"LUIGI'S ZUCCHINE BAR E RESTAURANTE LTDA";40242042;39789
"3224";"TRANSPORTES DELLA VOLPE S A COMERCIO E INDUSTRIA";61139432;39769,68
"3225";"TECNOMAD MARCENARIA EIRELI EPP";39193784;39765,23
"3226";"C. DUE INDÚSTRIA DE MODA LTDA.";11623978;39748,25
"3227";"SILFERRO FERRO E ACO DE ITAIPU LTDA";8293539;39733,84
"3228";"KADOSH REFRIGERACAO EIRELI - ME";9269107;39725,16
"3229";"COMESTIVEIS CACULA LTDA ME";10563163;39696,69
"3230";"REIMAR 2000 SERVICOS DE COZINHAS INDUSTRIAIS LTDA ME";417467;39695,75
"3231";"ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA";42591651;39694,42
"3232";"SINALIDER INDUSTRIA E COMERCIO DE SINALIZACAO VIARIA LTDA EPP";18492503;39686,7
"3233";"ALFAMA INDUSTRIA E COMERCIO DE DESCARTAVEIS LTDA - ME";15361478;39683,93
"3234";"MIRACLA INDUSTRIA E COMERCIO DE FIOS LTDA";5288751;39682,02
"3235";"CONSTRUA E REFORME FORNECEDORA DE MATERIAIS DE CONSTRUCAO LTDA";7873021;39672,57
"3236";"J PINTO COMERCIO DE ALIMENTOS LTDA";11820069;39670,27
"3237";"BRENNEKE CONFECCOES E SERVICOS LTDA";40245094;39598,8
"3238";"GEOMAX EQUIPAMENTOS LTDA";33012253;39596,17
"3239";"CHURRASCARIA MAJORICA LTDA";33331976;39595,48
"3240";"MERCADO L A COSTA EIRELI";20089285;39536,07
"3241";"EZESA BRASIL PARTICIPACOES LTDA";9024311;39364,44
"3242";"COMPRAO COMERCIO DE METAIS LTDA EPP";72497084;39364,15
"3243";"LOJA UTIL LTDA";32289779;39333,32
"3244";"G C C LEITE - ME";11499443;39318,18
"3245";"TT OFF ROAD COMERCIO DE VEICULOS LTDA";10551951;39301,03
"3246";"RENOMA COMERCIO E INDUSTRIA DE MAQUINAS S/A";33343310;39264,77
"3247";"ADL CONEXAO COMERCIAL LTDA";11933772;39240,57
"3248";"RESTAURANTE SUPER SOGRAS EIRELI";23016344;39206,79
"3249";"MERCEARIA ANCORA LTDA";20227670;39189,54
"3250";"CENCOSUD BRASIL COMERCIAL LTDA";39346861;39180,53
"3251";"AUTO POSTO PRETO VELHO LTDA";42401018;39152,72
"3252";"MSF SUTURE 2003 COMERCIO E DISTRIBUICAO LTDA";5615020;39147,02
"3253";"FARMACIA MYRELLA E STHEPHANY LTDA - ME";17235758;39142,38
"3254";"VEZPA RIVER ALIMENTOS LTDA";22404482;39133,72
"3255";"M & F SUPERMERCADO E TRANSPORTE LTDA ME";11032546;39126,47
"3256";"MERCEARIA PEROLA DO SAO JOSE LTDA";10552697;39078,56
"3257";"MPK COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA";14249060;39056,17
"3258";"MULTIMIX REFRIGERACAO LTDA";783945;39020,48
"3259";"FORTAL LAR MOVEIS ELETRO E UTILIDADES PARA O LAR LTDA ME";3257567;39013,5
"3260";"JARDIM PRIMAVERA MERCEARIA E LANCHONETE LTDA - ME";8055326;38973,28
"3261";"GLOBAL JATEAMENTO E PINTURA LTDA";18804586;38869,18
"3262";"CASA DA MATRIZ PRODUCOES LTDA";3600865;38856,5
"3263";"AVIATION CENTER COMERCIO E SERVICOS LTDA";73698565;38849,47
"3264";"STELLA MODAS COMERCIO DE ROUPAS E SEUS ACESSORIOS LTDA";20396020;38804,82
"3265";"ICR3 CIENTIFICA COMERCIO E REPRESENTACOES LTDA";68715226;38682,4
"3266";"QF FABRICACAO DE UNIFORMES LTDA";15372163;38661,52
"3267";"GMZ CONFECCOES LTDA";4665096;38641,02
"3268";"M W IRIS - EIRELI - ME";10263257;38611,84
"3269";"PRO-ALUMINIO & VIDRO 3 COMERCIO DE ALUMINIO E VIDRO LTDA EPP";8139427;38587,27
"3270";"PANIFICADORA NOVO LEBLON LTDA";2216615;38537,05
"3271";"ART WOOD COMERCIO E SERVICOS DE MARCENARIA LTDA ME";19823728;38506,1
"3272";"336 DISTRIBUIDORA DE BEBIDAS LTDA";7453385;38441,75
"3273";"SUPERMERCADO FRAUCHES LTDA";19036019;38415,71
"3274";"CONFORTO REDE COMERCIAL DE COLCHOES LTDA";61522850;38414,96
"3275";"AERO GOURMET RESTAURANTE LTDA";14471970;38384,4
"3276";"MAGAZIN JUVENIL LTDA";33142753;38339,09
"3277";"ART & MAGIA EVENTOS E COMERCIO DE ALIMENTOS LTDA ME";209605;38274,9
"3278";"DOCES SADER LTDA";31226681;38261,23
"3279";"JONEIR PEREIRA GASPAR EPP";22150573;38236,23
"3280";"TRANSPORTE GRANDE ORIENTE LTDA";30317762;38226,72
"3281";"CARDOSO SANTIAGO MATERIAIS DE CONSTRUCAO LTDA";29395977;38199,25
"3282";"TWM TRANSPORTES ESPECIAIS LTDA";65271314;38149,53
"3283";"7 SILKESPORTE LTDA";4394659;38119,3
"3284";"INNOVAZIONE INDUSTRIA DE CONFEC DE ROUPAS E ACES LTDA";4597673;38040,71
"3285";"BAUMINAS QUIMICA N/NE LTDA";23647365;38019,73
"3286";"LFL CARVALHO TRANSPORTES";11386973;38003,41
"3287";"CENTERPLAC DISTRIBUIDORA DE SISTEMAS CONSTRUTIVOS LTDA";8611054;37973,24
"3288";"SUPER MERCADO REAL DE EDEN LTDA";28800001;37959,74
"3289";"DANIDAY PNEUS SERVICOS E COMERCIO LTDA ME";68638063;37956,6
"3290";"RIDOW TECNOLOGIA LTDA";777493;37882,72
"3291";"CASA DA PALAVRA PRODUCAO EDITORIAL LTDA";1609506;37859,74
"3292";"BANGU 124 CONFECCOES LTDA";10941957;37824,57
"3293";"PALACIO DO PAO DE ITAGUAI EIRELI ME";8509047;37814,28
"3294";"BACKSTAGE CONFECCAO DE ROUPAS LTDA-ME";13449967;37794,01
"3295";"H P FERRAMENTAS LTDA";27201987;37752,3
"3296";"FIAMMETTA RESTAURANTE E BAR S A";3978115;37725,5
"3297";"SHOW MAR INDUSTRIA E COMERCIO DE MARMORES E GRANITOS LTDA ME";35780188;37725,03
"3298";"RIO SERVICE TECNOLOGIA LTDA ME";3103970;37713,17
"3299";"MERCEARIA BAR TEMPO BOM LTDA";31862204;37665,62
"3300";"EVEL 886 MECANICA E BORRACHARIA LTDA";12663804;37647,46
"3301";"PITEU COMERCIO DE ROUPAS LTDA ME";6938582;37636,17
"3302";"MERCEARIA PEROLA DE NOVA AURORA LTDA ME";7912360;37614,16
"3303";"SOLUCAO EMBALAGENS FLEXIVEIS LTDA";9659134;37613,04
"3304";"BD DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA EPP";19349009;37604,13
"3305";"GIL BABY COMERCIO DE ROUPA INFANTIL LTDA-ME";8605796;37591,22
"3306";"VM - COMERCIO E DISTRIB DE PROD DE SUPLEM ALIMENTARES EIRELI";20682733;37587,63
"3307";"PRONTO SERVICE REFEICOES LTDA ME";15440900;37564,16
"3308";"CITY CARNES SANTA CRUZ DA SERRA MERCEARIA E LANCHONETE LTDA";22597158;37556,59
"3309";"MAZO COMERCIO DE BIJUTERIAS LTDA EPP";17007701;37514,63
"3310";"QUERUBIM IND E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA - EPP";14330124;37507,25
"3311";"ROTINA SAUDAVEL SOCIEDADE EMPRESARIAL LTDA";21392796;37459,12
"3312";"ELETROASA ELETROMETALURGICA ASA EIRELI";1657807;37433,32
"3313";"M & C DIVANELLI CONFECCOES LTDA";8388358;37376,33
"3314";"ACOUGUE SAO PAULO LTDA";33125493;37364,91
